OrderID;OrderDate;OrderPriority;OrderQuantity;Sales;ShipMode;ShippingCost;Province;CustomerSegment;ProductCategory;ProductSubCategory;ProductContainer;ShipDate
57121;11/16/2011;Not Specified;42;199.24;Regular Air;apr.72;Alberta;Consumer;Office Supplies;Paper;Small Box;11/18/2011
6982;11/16/2011;Not Specified;41;844.09;Regular Air;okt.49;Nunavut;Corporate;Furniture;Office Furnishings;Small Box;11/18/2011
6982;11/16/2011;Not Specified;32;1311.25;Express Air;yan.99;Nunavut;Corporate;Technology;Computer Peripherals;Small Pack;11/18/2011
14662;11/16/2011;High;24;39.69;Regular Air;1;Newfoundland;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;11/17/2011
41413;11/16/2011;Low;23;156.5;Regular Air;6;British Columbia;Corporate;Office Supplies;Paper;Small Box;11/20/2011
41413;11/16/2011;Low;17;10134.55;Regular Air;24.49;British Columbia;Corporate;Technology;Copiers and Fax;Large Box;11/23/2011
16993;11/16/2011;Medium;8;1,383,919;Regular Air;02.may;New Brunswick;Small Business;Technology;Telephones and Communication;Small Box;11/16/2011
6982;11/16/2011;Not Specified;5;544.41;Delivery Truck;57.38;Nunavut;Corporate;Furniture;Bookcases;Jumbo Box;11/18/2011
57121;11/16/2011;Not Specified;3;5,046,705;Regular Air;04.fev;Alberta;Consumer;Technology;Telephones and Communication;Small Box;11/18/2011
59554;11/15/2011;Critical;40;718.6;Regular Air;4;Ontario;Consumer;Technology;Computer Peripherals;Small Box;11/16/2011
38272;11/15/2011;Critical;39;71.04;Regular Air;yan.49;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;11/17/2011
59973;11/15/2011;Low;30;4,982,944;Delivery Truck;29.yan;Saskachewan;Small Business;Furniture;Tables;Jumbo Box;11/19/2011
59973;11/15/2011;Low;29;11039.75;Delivery Truck;14.iyl;Saskachewan;Small Business;Technology;Office Machines;Jumbo Drum;11/15/2011
3235;11/14/2011;Low;31;142.97;Express Air;0.7;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;11/16/2011
871;11/14/2011;Low;17;104.94;Regular Air;may.22;Yukon;Home Office;Furniture;Office Furnishings;Small Box;11/14/2011
16260;11/13/2011;High;47;14,960,096;Delivery Truck;42.52;Ontario;Corporate;Furniture;Tables;Jumbo Box;11/14/2011
40934;11/13/2011;Not Specified;28;49.49;Regular Air;0.7;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;11/14/2011
40934;11/13/2011;Not Specified;11;4,041,495;Regular Air;apr.99;Quebec;Home Office;Technology;Telephones and Communication;Small Box;11/15/2011
50726;10/31/2011;Low;45;9248.74;Delivery Truck;23.76;Alberta;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;11.04.2011
51557;10/31/2011;High;36;1749.07;Regular Air;may.79;Alberta;Corporate;Office Supplies;Paper;Small Box;11.02.2011
59205;10/31/2011;Critical;35;597.04;Regular Air;07.apr;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;11.02.2011
23781;10/31/2011;Critical;30;200.24;Regular Air;may.84;Saskachewan;Home Office;Office Supplies;Paper;Small Box;11.02.2011
50726;10/31/2011;Low;21;98.88;Express Air;0.99;Alberta;Corporate;Office Supplies;Labels;Small Box;10/31/2011
51557;10/31/2011;High;14;37.9;Regular Air;02.apr;Alberta;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;10/31/2011
59205;10/31/2011;Critical;11;54.59;Regular Air;iyn.89;Saskachewan;Home Office;Office Supplies;Labels;Small Box;11.02.2011
57091;10/31/2011;Medium;6;14.85;Express Air;01.fev;Ontario;Home Office;Office Supplies;Rubber Bands;Wrap Bag;11.01.2011
27559;10/30/2011;High;38;465.9;Regular Air;apr.86;Nova Scotia;Home Office;Office Supplies;Paper;Small Box;10/31/2011
20898;10/30/2011;Medium;33;1,756,593;Regular Air;may.63;Yukon;Consumer;Technology;Telephones and Communication;Small Box;11.01.2011
19557;10/30/2011;Low;26;66.6;Regular Air;0.8;Manitoba;Corporate;Office Supplies;Rubber Bands;Wrap Bag;11.03.2011
19557;10/30/2011;Low;9;312.25;Regular Air;05.yan;Manitoba;Corporate;Office Supplies;Storage & Organization;Small Box;10/30/2011
420;10/30/2011;Not Specified;8;43.29;Regular Air;apr.86;Alberta;Small Business;Office Supplies;Paper;Small Box;10/30/2011
420;10/30/2011;Not Specified;6;41.7;Regular Air;may.37;Alberta;Small Business;Office Supplies;Paper;Small Box;11.01.2011
22657;10/29/2011;High;36;9544.18;Express Air;noy.25;British Columbia;Corporate;Technology;Computer Peripherals;Small Box;10/30/2011
48164;10/29/2011;High;33;94.39;Regular Air;0.7;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;10/31/2011
5092;10/29/2011;Low;25;978.77;Regular Air;13.26;Nova Scotia;Consumer;Office Supplies;Paper;Small Box;11.03.2011
38628;10/29/2011;Low;23;667,998;Regular Air;yan.25;New Brunswick;Small Business;Technology;Telephones and Communication;Small Pack;11.03.2011
22657;10/29/2011;High;8;32.92;Regular Air;2;British Columbia;Corporate;Office Supplies;Rubber Bands;Wrap Bag;10/30/2011
5092;10/29/2011;Low;3;709.04;Delivery Truck;64.66;Nova Scotia;Consumer;Furniture;Bookcases;Jumbo Box;10/29/2011
31109;10/28/2011;Low;49;1515;Regular Air;dek.62;Alberta;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;11.01.2011
17377;10/28/2011;Low;39;110.38;Regular Air;01.fev;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;10/30/2011
34082;10/28/2011;Not Specified;35;764.32;Regular Air;avq.99;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;10/30/2011
32001;10/28/2011;Low;22;494.84;Regular Air;mar.63;Quebec;Small Business;Furniture;Office Furnishings;Small Pack;11.02.2011
34082;10/28/2011;Not Specified;20;38.56;Regular Air;yan.49;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10/29/2011
34082;10/28/2011;Not Specified;19;2536.18;Regular Air;19.99;Ontario;Corporate;Office Supplies;Storage & Organization;Small Box;10/29/2011
32001;10/28/2011;Low;11;3443.21;Regular Air;13.99;Quebec;Small Business;Technology;Office Machines;Medium Box;10/30/2011
57287;10/28/2011;Not Specified;11;472.12;Regular Air;yan.99;Saskachewan;Corporate;Technology;Computer Peripherals;Small Pack;10/29/2011
53283;10/28/2011;High;2;25.iyl;Regular Air;may.76;British Columbia;Home Office;Technology;Office Machines;Medium Box;10/29/2011
58055;10/27/2011;Critical;26;208.6;Regular Air;may.21;Prince Edward Island;Consumer;Furniture;Office Furnishings;Small Box;10/29/2011
39041;10/26/2011;Critical;47;418.03;Express Air;iyl.96;British Columbia;Corporate;Furniture;Office Furnishings;Small Box;10/26/2011
26144;10/26/2011;High;28;75.74;Regular Air;0.99;Saskachewan;Small Business;Office Supplies;Labels;Small Box;10/27/2011
13472;10/26/2011;Critical;26;106.03;Regular Air;0.5;Nova Scotia;Home Office;Office Supplies;Labels;Small Box;10/27/2011
39041;10/26/2011;Critical;23;336.86;Regular Air;05.mar;British Columbia;Corporate;Furniture;Office Furnishings;Wrap Bag;10/28/2011
52195;10/26/2011;Not Specified;19;267;Regular Air;iyl.17;Nova Scotia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;10/27/2011
27717;10/26/2011;Critical;19;75.19;Regular Air;07.may;Manitoba;Corporate;Office Supplies;Labels;Small Box;10/29/2011
47106;10/25/2011;Medium;40;6,618,457;Regular Air;may.99;Nova Scotia;Home Office;Technology;Telephones and Communication;Small Box;10/27/2011
47106;10/25/2011;Medium;37;2192.63;Regular Air;mar.99;Quebec;Home Office;Office Supplies;Appliances;Small Box;10/27/2011
20384;10/25/2011;Low;32;6902.51;Delivery Truck;110.2;Quebec;Corporate;Furniture;Tables;Jumbo Box;10/29/2011
20384;10/25/2011;Low;30;396.6;Regular Air;sen.37;Quebec;Corporate;Office Supplies;Storage & Organization;Small Box;11.01.2011
33987;10/25/2011;High;27;15,211,345;Regular Air;mar.99;British Columbia;Small Business;Technology;Telephones and Communication;Small Box;10/26/2011
33987;10/25/2011;High;19;1616.87;Delivery Truck;30;Ontario;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;10/26/2011
4512;10/24/2011;Low;43;6077.11;Delivery Truck;43.75;Ontario;Home Office;Furniture;Tables;Jumbo Box;10/29/2011
21893;10/24/2011;Critical;30;532.11;Express Air;avq.13;Ontario;Home Office;Office Supplies;Envelopes;Small Box;10/25/2011
11040;10/23/2011;Not Specified;44;1102.28;Regular Air;iyn.71;Ontario;Corporate;Office Supplies;Envelopes;Small Box;10/23/2011
20160;10/22/2011;Low;42;435.24;Express Air;yan.79;Northwest Territories;Small Business;Office Supplies;Paper;Wrap Bag;10/24/2011
35;10/22/2011;Not Specified;30;288.56;Regular Air;fev.25;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;10/23/2011
53728;10/22/2011;High;27;1502.66;Regular Air;yan.49;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10/23/2011
35;10/22/2011;Not Specified;14;1,892,848;Regular Air;avq.99;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;10/24/2011
8773;10/22/2011;Critical;5;2,207,875;Regular Air;5;Nova Scotia;Home Office;Technology;Telephones and Communication;Small Pack;10/22/2011
4387;10/22/2011;Critical;4;640.21;Delivery Truck;39.25;Ontario;Corporate;Furniture;Tables;Jumbo Box;10/23/2011
55650;10/21/2011;Low;41;1258.97;Regular Air;05.may;Manitoba;Home Office;Technology;Computer Peripherals;Small Box;10/23/2011
52389;10/21/2011;Critical;31;655.33;Regular Air;avq.99;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;10/21/2011
41987;10/21/2011;Not Specified;25;6,481,048;Delivery Truck;29.fev;Alberta;Corporate;Furniture;Tables;Jumbo Box;10/22/2011
54215;10/21/2011;High;14;321.21;Regular Air;yan.99;British Columbia;Small Business;Technology;Computer Peripherals;Small Pack;10/23/2011
37891;10/20/2011;High;33;5,154,009;Regular Air;13.99;Ontario;Small Business;Technology;Telephones and Communication;Medium Box;10/22/2011
18532;10/20/2011;Not Specified;31;507.58;Regular Air;okt.68;Quebec;Home Office;Office Supplies;Storage & Organization;Small Box;10/22/2011
18532;10/20/2011;Not Specified;29;230.77;Regular Air;iyl.77;Quebec;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;10/21/2011
135;10/20/2011;Not Specified;25;125.85;Regular Air;apr.62;Quebec;Consumer;Technology;Computer Peripherals;Small Pack;10/22/2011
37891;10/20/2011;High;24;163.36;Regular Air;06.iyn;Ontario;Small Business;Office Supplies;Paper;Small Box;10/22/2011
55744;10/20/2011;Critical;23;415,055;Regular Air;0.99;Quebec;Consumer;Technology;Telephones and Communication;Small Pack;10/21/2011
37891;10/20/2011;High;21;44.08;Express Air;0.7;Ontario;Small Business;Office Supplies;Rubber Bands;Wrap Bag;10/22/2011
16320;10/20/2011;Not Specified;17;18,569,695;Regular Air;08.avq;Prince Edward Island;Small Business;Technology;Telephones and Communication;Small Box;10/22/2011
11493;10/20/2011;Critical;16;111.9;Regular Air;yan.22;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;10/22/2011
29158;10/20/2011;High;12;2266.7;Delivery Truck;23.76;British Columbia;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;10/21/2011
42148;10/20/2011;Critical;11;45.31;Regular Air;fev.97;British Columbia;Corporate;Office Supplies;Paper;Wrap Bag;10/23/2011
37891;10/20/2011;High;4;1135.64;Delivery Truck;66.67;Ontario;Small Business;Furniture;Tables;Jumbo Box;10/20/2011
57380;10/20/2011;Low;3;545.88;Delivery Truck;52.2;Alberta;Consumer;Furniture;Tables;Jumbo Box;10/24/2011
13126;10/19/2011;Not Specified;45;6325.65;Delivery Truck;28.63;Alberta;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;10/21/2011
13126;10/19/2011;Not Specified;43;24233.54;Regular Air;24.49;Alberta;Consumer;Technology;Copiers and Fax;Large Box;10/20/2011
31777;10/19/2011;Not Specified;32;6483.42;Delivery Truck;23.76;Manitoba;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;10/21/2011
31777;10/19/2011;Not Specified;10;137.77;Regular Air;iyn.47;Manitoba;Small Business;Office Supplies;Paper;Small Box;10/19/2011
13126;10/19/2011;Not Specified;2;380.62;Delivery Truck;29.21;Alberta;Consumer;Furniture;Tables;Jumbo Box;10/21/2011
35110;10/18/2011;High;49;1435.32;Regular Air;yan.99;Ontario;Corporate;Technology;Computer Peripherals;Small Pack;10/20/2011
11271;10/18/2011;High;46;157.87;Regular Air;mar.97;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;10/20/2011
27363;10/18/2011;Medium;16;323.26;Regular Air;iyn.67;Manitoba;Small Business;Furniture;Office Furnishings;Small Pack;10/19/2011
35110;10/18/2011;High;14;12805.25;Regular Air;19.99;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10/19/2011
27363;10/18/2011;Medium;6;646.14;Regular Air;35;Yukon;Small Business;Office Supplies;Storage & Organization;Large Box;10/20/2011
47075;10/17/2011;Medium;42;4346.98;Delivery Truck;35.84;Manitoba;Home Office;Furniture;Bookcases;Jumbo Box;10/19/2011
1666;10/17/2011;Critical;19;5642.18;Express Air;19.99;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10/19/2011
33734;10/17/2011;Not Specified;13;371.94;Regular Air;apr.86;Northwest Territories;Corporate;Office Supplies;Paper;Wrap Bag;10/18/2011
2657;10/16/2011;High;37;21,432,155;Regular Air;avq.99;Manitoba;Home Office;Technology;Telephones and Communication;Small Box;10/17/2011
2657;10/16/2011;High;30;8316.76;Delivery Truck;23.19;Manitoba;Home Office;Office Supplies;Appliances;Jumbo Drum;10/18/2011
9124;10/16/2011;Low;29;157.4;Regular Air;iyl.28;Manitoba;Small Business;Office Supplies;Paper;Small Box;10/21/2011
9124;10/16/2011;Low;17;2637.78;Regular Air;06.may;Manitoba;Small Business;Technology;Computer Peripherals;Small Box;10/16/2011
51300;10/15/2011;Medium;43;344.24;Regular Air;yan.99;Saskachewan;Home Office;Technology;Computer Peripherals;Small Pack;10/17/2011
12611;10/15/2011;Medium;13;189.99;Express Air;yan.49;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;10/17/2011
12419;10/15/2011;Critical;12;22079.47;Regular Air;13.99;Northwest Territories;Corporate;Technology;Office Machines;Medium Box;10/17/2011
5989;10/14/2011;Medium;21;56.77;Regular Air;yan.34;Yukon;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;10/15/2011
5989;10/14/2011;Medium;6;155.48;Regular Air;may.37;Yukon;Corporate;Office Supplies;Appliances;Medium Box;10/16/2011
42788;10/13/2011;Critical;26;241.92;Regular Air;fev.27;Saskachewan;Small Business;Office Supplies;Paper;Wrap Bag;10/15/2011
27872;10/13/2011;Not Specified;25;388.71;Regular Air;iyl.27;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10/15/2011
52482;1/31/2011;Critical;30;717.21;Regular Air;mar.63;Manitoba;Corporate;Furniture;Office Furnishings;Small Pack;02.02.2011
58981;1/31/2011;High;28;1262.75;Regular Air;05.yan;Alberta;Corporate;Office Supplies;Appliances;Medium Box;02.02.2011
52482;1/31/2011;Critical;21;848.2;Express Air;may.33;Manitoba;Corporate;Office Supplies;Appliances;Small Box;1/31/2011
8802;1/31/2011;Medium;15;1866.12;Regular Air;24.49;Saskachewan;Small Business;Office Supplies;Appliances;Large Box;02.02.2011
27430;1/31/2011;High;12;82.64;Regular Air;fev.35;Quebec;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;02.01.2011
27430;1/31/2011;High;3;315.27;Regular Air;13.99;Nova Scotia;Small Business;Furniture;Office Furnishings;Medium Box;02.01.2011
21760;1/30/2011;Not Specified;9;71.2;Regular Air;may.21;Yukon;Home Office;Furniture;Office Furnishings;Small Box;1/31/2011
59139;1/29/2011;Critical;38;189.49;Regular Air;fev.99;Alberta;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;1/30/2011
30151;1/29/2011;Not Specified;31;792.76;Regular Air;dek.98;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;1/31/2011
59139;1/29/2011;Critical;12;849.51;Regular Air;03.may;Alberta;Home Office;Office Supplies;Appliances;Small Box;1/30/2011
24640;1/29/2011;Medium;12;1379.98;Delivery Truck;30;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;1/30/2011
8480;1/29/2011;High;11;76.36;Regular Air;avq.74;Ontario;Corporate;Office Supplies;Paper;Small Box;1/31/2011
8480;1/29/2011;High;3;3,099,015;Regular Air;iyl.69;Ontario;Corporate;Technology;Telephones and Communication;Small Box;1/31/2011
26529;1/28/2011;Low;41;12125.14;Delivery Truck;14.iyl;Saskachewan;Consumer;Technology;Office Machines;Jumbo Drum;02.01.2011
59047;1/28/2011;Not Specified;26;113.85;Regular Air;06.iyn;Prince Edward Island;Corporate;Furniture;Office Furnishings;Small Box;1/30/2011
26529;1/28/2011;Low;17;201.72;Regular Air;noy.25;Alberta;Consumer;Office Supplies;Paper;Small Box;02.01.2011
59047;1/28/2011;Not Specified;10;266.94;Regular Air;yan.99;Prince Edward Island;Corporate;Technology;Computer Peripherals;Small Pack;1/28/2011
24960;1/27/2011;High;48;1760.35;Express Air;iyl.53;Ontario;Small Business;Technology;Computer Peripherals;Small Box;1/28/2011
15106;1/27/2011;Not Specified;42;283.58;Regular Air;apr.95;Northwest Territories;Home Office;Furniture;Office Furnishings;Small Pack;1/29/2011
15106;1/27/2011;Not Specified;39;5403.37;Delivery Truck;17.85;Northwest Territories;Home Office;Technology;Office Machines;Jumbo Drum;1/27/2011
24960;1/27/2011;High;37;1436.94;Regular Air;05.avq;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;1/28/2011
24960;1/27/2011;High;35;5797.68;Regular Air;04.fev;Ontario;Small Business;Technology;Telephones and Communication;Small Box;1/28/2011
15106;1/27/2011;Not Specified;35;82.15;Regular Air;01.dek;Northwest Territories;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;1/29/2011
24960;1/27/2011;High;18;125.8;Regular Air;may.87;Ontario;Small Business;Office Supplies;Paper;Small Box;1/29/2011
59652;1/27/2011;Medium;17;312,035;Regular Air;0.99;Yukon;Home Office;Technology;Telephones and Communication;Small Pack;1/29/2011
52199;1/26/2011;Medium;19;92.24;Regular Air;may.24;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/27/2011
24388;1/26/2011;Critical;15;8662.34;Delivery Truck;49;Prince Edward Island;Corporate;Technology;Copiers and Fax;Jumbo Drum;1/27/2011
49601;1/26/2011;Low;15;1756.46;Delivery Truck;30;Manitoba;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;02.02.2011
51974;1/26/2011;High;10;1290.37;Regular Air;24.49;Saskachewan;Small Business;Office Supplies;Appliances;Large Box;1/27/2011
51974;1/26/2011;High;2;23.18;Regular Air;iyn.19;Saskachewan;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;1/27/2011
25095;1/25/2011;Low;41;4475.03;Delivery Truck;56.14;Ontario;Consumer;Technology;Office Machines;Jumbo Drum;1/25/2011
33091;1/25/2011;High;24;265.35;Regular Air;noy.59;Ontario;Home Office;Office Supplies;Paper;Small Box;1/27/2011
25095;1/25/2011;Low;18;693.06;Regular Air;sen.83;Ontario;Consumer;Office Supplies;Envelopes;Small Box;1/30/2011
49761;1/24/2011;Not Specified;45;1090.6;Regular Air;06.mar;British Columbia;Corporate;Technology;Office Machines;Medium Box;1/25/2011
21890;1/24/2011;Not Specified;44;495.5;Regular Air;iyn.97;Yukon;Small Business;Office Supplies;Envelopes;Small Box;1/26/2011
21890;1/24/2011;Not Specified;27;81.9;Regular Air;0.96;Newfoundland;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;1/26/2011
47136;1/24/2011;Medium;18;89.99;Regular Air;yan.49;Nova Scotia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;1/26/2011
386;1/24/2011;High;4;15.69;Regular Air;0.7;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;1/26/2011
386;1/24/2011;High;4;14.96;Regular Air;0.5;Ontario;Corporate;Office Supplies;Labels;Small Box;1/26/2011
49443;1/23/2011;High;41;396.15;Regular Air;apr.82;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;1/24/2011
21606;1/22/2011;Not Specified;43;1374.7;Express Air;05.may;Ontario;Small Business;Technology;Computer Peripherals;Small Box;1/23/2011
9824;1/22/2011;Critical;43;115.81;Regular Air;01.yan;Yukon;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;1/24/2011
9824;1/22/2011;Critical;39;1939.66;Express Air;04.may;Yukon;Consumer;Office Supplies;Appliances;Small Box;1/24/2011
2883;1/22/2011;Low;34;2154.34;Regular Air;iyn.88;British Columbia;Consumer;Office Supplies;Storage & Organization;Small Box;1/24/2011
21606;1/22/2011;Not Specified;29;516.62;Regular Air;yan.99;Quebec;Small Business;Technology;Computer Peripherals;Small Pack;1/23/2011
9824;1/22/2011;Critical;5;21.56;Regular Air;0.5;Yukon;Consumer;Office Supplies;Labels;Small Box;1/24/2011
50208;1/22/2011;Medium;4;38.76;Express Air;iyn.97;Nova Scotia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/23/2011
35399;1/21/2011;Low;38;188.38;Regular Air;may.68;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/23/2011
57217;1/21/2011;Medium;35;422.25;Regular Air;iyl.95;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;1/23/2011
6564;1/21/2011;Low;26;448.23;Regular Air;4;Yukon;Consumer;Technology;Computer Peripherals;Small Box;1/21/2011
16837;1/21/2011;Not Specified;4;997;Delivery Truck;54.31;Manitoba;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;1/22/2011
22561;1/20/2011;Critical;50;424;Regular Air;03.may;Nova Scotia;Consumer;Office Supplies;Appliances;Small Box;1/22/2011
22561;1/20/2011;Critical;7;128.62;Regular Air;avq.99;Nova Scotia;Consumer;Furniture;Office Furnishings;Small Pack;1/22/2011
22561;1/20/2011;Critical;5;504.79;Express Air;19.99;Nova Scotia;Consumer;Technology;Computer Peripherals;Small Box;1/22/2011
36931;1/19/2011;Not Specified;46;180.56;Regular Air;01.iyn;Yukon;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;1/19/2011
49987;1/19/2011;High;15;1795.49;Delivery Truck;58.72;Nova Scotia;Consumer;Furniture;Bookcases;Jumbo Box;1/22/2011
49987;1/19/2011;High;14;242,284;Regular Air;0.99;Manitoba;Consumer;Technology;Telephones and Communication;Wrap Bag;1/21/2011
16096;1/19/2011;High;9;42.21;Express Air;0.99;Ontario;Consumer;Office Supplies;Labels;Small Box;1/20/2011
10722;1/19/2011;Not Specified;8;40.26;Regular Air;may.68;Quebec;Home Office;Office Supplies;Paper;Small Box;1/21/2011
49987;1/19/2011;High;4;926.58;Delivery Truck;52.2;Nova Scotia;Consumer;Furniture;Tables;Jumbo Box;1/22/2011
28642;1/18/2011;High;41;230.29;Regular Air;fev.99;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/20/2011
28642;1/18/2011;High;27;15,920,415;Regular Air;19.99;Ontario;Corporate;Technology;Telephones and Communication;Small Box;1/20/2011
15719;1/18/2011;Critical;18;5405.44;Delivery Truck;64.73;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;1/19/2011
46980;1/17/2011;Critical;34;216.3;Regular Air;0.5;Northwest Territories;Corporate;Office Supplies;Labels;Small Box;1/17/2011
11111;1/17/2011;Medium;29;176.5;Regular Air;iyl.37;Ontario;Corporate;Office Supplies;Paper;Small Box;1/19/2011
11111;1/17/2011;Medium;7;308.52;Regular Air;34.2;Ontario;Corporate;Furniture;Office Furnishings;Wrap Bag;1/19/2011
35780;1/17/2011;Medium;6;28.55;Regular Air;01.iyn;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;1/19/2011
19365;1/16/2011;Medium;29;181.83;Regular Air;05.fev;Prince Edward Island;Small Business;Office Supplies;Paper;Small Box;1/17/2011
25669;1/16/2011;Critical;12;45.63;Regular Air;0.5;Nova Scotia;Small Business;Office Supplies;Labels;Small Box;1/16/2011
46147;1/15/2011;Critical;39;282.48;Express Air;06.may;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/17/2011
46147;1/15/2011;Critical;37;925.8;Regular Air;dek.98;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;1/17/2011
49189;1/15/2011;Critical;32;249.59;Regular Air;yan.39;Ontario;Home Office;Office Supplies;Envelopes;Small Box;1/18/2011
46147;1/15/2011;Critical;12;6502.46;Delivery Truck;64.59;Manitoba;Corporate;Furniture;Tables;Jumbo Box;1/17/2011
21379;1/14/2011;High;35;5428.49;Delivery Truck;60.2;Nova Scotia;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;1/16/2011
18370;1/13/2011;Low;41;12,710,475;Regular Air;5;Saskachewan;Consumer;Technology;Telephones and Communication;Small Box;1/17/2011
55815;1/13/2011;High;28;2860.19;Express Air;10.dek;Newfoundland;Corporate;Furniture;Office Furnishings;Large Box;1/14/2011
29409;1/13/2011;High;23;38.99;Regular Air;yan.99;British Columbia;Home Office;Technology;Computer Peripherals;Small Pack;1/15/2011
41956;12.12.2011;Medium;22;364.69;Express Air;iyn.25;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;12/13/2011
41956;12.12.2011;Medium;16;86.3;Regular Air;apr.93;Saskachewan;Home Office;Technology;Computer Peripherals;Small Pack;12/14/2011
33126;11.12.2011;Critical;46;5979.84;Express Air;dek.65;British Columbia;Small Business;Furniture;Chairs & Chairmats;Medium Box;11/13/2011
5925;11.12.2011;Low;44;3922.42;Regular Air;39.61;Nunavut;Home Office;Furniture;Office Furnishings;Medium Box;11/19/2011
35239;11.12.2011;Critical;38;2257.88;Regular Air;sen.71;British Columbia;Small Business;Office Supplies;Storage & Organization;Small Box;11/14/2011
57700;11.12.2011;Medium;38;1806.43;Regular Air;mar.61;Nova Scotia;Corporate;Technology;Computer Peripherals;Small Pack;11.12.2011
33126;11.12.2011;Critical;28;175.76;Regular Air;0.5;British Columbia;Small Business;Office Supplies;Labels;Small Box;11/14/2011
5925;11.12.2011;Low;25;17,333,625;Regular Air;0.99;Nunavut;Home Office;Technology;Telephones and Communication;Wrap Bag;11/19/2011
35239;11.12.2011;Critical;21;109.29;Regular Air;iyn.26;British Columbia;Small Business;Office Supplies;Paper;Small Box;11/13/2011
10944;11.12.2011;High;9;181.66;Regular Air;avq.51;British Columbia;Small Business;Technology;Office Machines;Medium Box;11/14/2011
28641;10.12.2011;Not Specified;33;278.65;Express Air;fev.38;Saskachewan;Home Office;Technology;Computer Peripherals;Small Pack;10/13/2011
50499;10.12.2011;Not Specified;18;1758.41;Delivery Truck;15.66;Manitoba;Small Business;Office Supplies;Appliances;Jumbo Drum;10/13/2011
44322;10.12.2011;Not Specified;15;600.8;Regular Air;iyn.22;Ontario;Home Office;Office Supplies;Storage & Organization;Small Box;10/14/2011
5217;10.12.2011;High;11;33.67;Regular Air;0.99;Saskachewan;Home Office;Office Supplies;Labels;Small Box;10/14/2011
5217;10.12.2011;High;8;339.35;Express Air;may.33;Saskachewan;Home Office;Office Supplies;Appliances;Small Box;10.12.2011
